# fk_sample.csv - SYNTHETIC sample data for project 09.01
# generated by scripts/make_synthetic.py (python random.Random, seed 42)
# J,<idx>,tx,ty,tz,qw,qx,qy,qz,ax,ay,az  - robot model row (see data/README.md)
# Q,<idx>,q0..q5                          - joint configuration, radians in (-pi, pi]
# robot: synthetic generic 6-DoF arm - an archetype, NO vendor's product
# license: same as the repository (MIT) - fully synthetic, no external source
J,0,0,0,0.15,1,0,0,0,0,0,1
J,1,0,0,0.1,1,0,0,0,0,1,0
J,2,0.35,0,0,1,0,0,0,0,1,0
J,3,0.3,0,0,1,0,0,0,1,0,0
J,4,0.08,0,0,1,0,0,0,0,1,0
J,5,0.07,0,0,1,0,0,0,1,0,0
Q,0,-0.876044411,2.98444544,1.41353248,1.73911822,-1.48579246,-1.11023562
Q,1,-2.4641369,2.59533986,0.490579675,2.9543712,1.76784974,-0.0336482675
Q,2,2.97486224,1.89225885,-0.941751697,-0.282375651,1.75652338,-0.560872833
Q,3,-1.9442089,3.10075974,-1.92151903,-1.24494654,1.00373561,2.16468614
Q,4,-2.87275446,1.02670675,2.55885333,2.53390574,-2.1833715,-0.651729876
Q,5,-1.92974385,-1.44344739,-0.227627812,-2.97267402,0.763191016,-0.32698093
Q,6,-2.06971055,-0.744681567,-2.27267148,-0.486017863,-1.28536276,2.85366956
Q,7,1.70966556,1.32331445,2.64024488,1.67892438,2.50698196,1.39503299
Q,8,-0.852530507,0.849284467,0.81567704,1.82522116,1.46412152,-2.74358169
Q,9,-0.930133758,-0.685690331,2.06629681,-1.43964613,2.11490451,0.757403797
Q,10,-3.07576592,-0.879644434,-0.357825793,-1.15996555,-2.15420215,-1.73415859
Q,11,1.70244117,2.93990087,1.1595427,1.45932712,1.81594835,-2.78288381
Q,12,-2.36478754,1.16441322,-0.976649938,0.655764106,-2.60467932,0.258541435
Q,13,1.47730148,1.59198632,-0.385587359,1.49073844,-0.531469451,-2.4995949
Q,14,0.632085268,1.76355968,-3.12612098,-0.0598554685,2.57039197,2.84555174
