# 02.16 multi-LiDAR sample -- columns: sensor_id,surface_id,x,y,z (meters, sensor-own frame)
# sensor_id: 0=main 1=left 2=right | surface_id: 0=ground 1=wall_front 2=wall_left 3=wall_right 4=wall_rear 5=pole
# cohort=drifted points=8135 noise_sigma_m=0.006
0,0,-11.006316,-11.006316,-1.801034
0,0,-11.001599,-10.451520,-1.800262
2,0,0.446647,-15.962509,-0.724346
0,0,-11.003878,-9.903490,-1.800635
2,0,-0.002793,-15.636212,-0.718692
0,0,-10.992905,-9.343969,-1.798839
2,0,-0.451921,-15.317364,-0.713374
0,0,-11.001582,-8.801266,-1.800259
2,0,-0.901825,-15.013276,-0.708750
0,0,-11.000608,-8.250456,-1.800100
2,0,-1.350025,-14.681698,-0.702828
0,0,-11.006848,-7.704793,-1.801121
2,0,-1.798901,-14.363125,-0.697517
0,0,-10.997567,-7.148418,-1.799602
2,0,-2.248883,-14.052157,-0.692579
0,0,-11.001277,-6.600766,-1.800209
2,0,-2.700016,-13.744839,-0.687832
0,0,-10.992232,-6.045727,-1.798729
2,0,-3.147637,-13.419385,-0.682179
0,0,-11.001675,-5.500838,-1.800274
2,0,-3.595548,-13.097360,-0.676690
0,0,-10.999506,-4.949778,-1.799919
2,0,-4.047066,-12.788038,-0.671859
0,0,-10.992645,-4.397058,-1.798796
2,0,-4.493394,-12.462450,-0.666173
0,0,-10.999693,-3.849893,-1.799950
0,0,-10.998713,-3.299614,-1.799789
0,0,-11.001272,-2.750318,-1.800208
0,0,-11.012846,-2.202569,-1.802102
0,0,-11.005243,-1.650786,-1.800858
0,0,-11.002623,-1.100262,-1.800429
0,0,-10.995800,-0.549790,-1.799313
0,0,-11.005509,0.000000,-1.800902
0,0,-10.995375,0.549769,-1.799243
0,0,-11.009248,1.100925,-1.801513
0,0,-11.006951,1.651043,-1.801137
0,0,-10.988354,2.197671,-1.798094
0,0,-10.993245,2.748311,-1.798895
0,0,-10.998915,3.299674,-1.799822
0,0,-10.997754,3.849214,-1.799632
0,0,-10.993056,4.397222,-1.798864
1,0,-4.445323,12.521388,-0.405384
0,0,-11.003908,4.951759,-1.800639
1,0,-3.994870,12.838639,-0.410642
0,0,-10.991883,5.495941,-1.798672
1,0,-3.543417,13.153435,-0.415820
0,0,-11.005046,6.052775,-1.800826
1,0,-3.094149,13.478269,-0.421309
0,0,-11.000315,6.600189,-1.800052
1,0,-2.639571,13.779951,-0.426076
0,0,-10.995991,7.147394,-1.799344
1,0,-2.187484,14.092092,-0.431170
0,0,-11.002597,7.701818,-1.800425
1,0,-1.736898,14.416012,-0.436621
0,0,-11.005918,8.254439,-1.800968
1,0,-1.283908,14.720464,-0.441482
0,0,-11.004113,8.803290,-1.800673
1,0,-0.832324,15.039866,-0.446793
0,0,-11.002058,9.351749,-1.800337
1,0,-0.379743,15.333972,-0.451356
0,0,-10.999721,9.899749,-1.799954
1,0,0.071849,15.660337,-0.456870
0,0,-11.005734,10.455447,-1.800938
1,0,0.523766,15.973714,-0.462001
0,0,-11.001901,11.001901,-1.800311
0,0,-10.451074,-11.001130,-1.800185
2,0,1.213620,-15.833797,-0.724525
0,0,-10.453211,-10.453211,-1.800553
2,0,0.764017,-15.515243,-0.719229
0,0,-10.456464,-9.906124,-1.801113
2,0,0.314507,-15.197689,-0.713978
0,0,-10.453471,-9.353106,-1.800598
2,0,-0.134923,-14.873238,-0.708398
0,0,-10.450443,-8.800373,-1.800076
2,0,-0.584783,-14.570607,-0.703862
0,0,-10.450160,-8.250126,-1.800028
2,0,-1.033810,-14.243563,-0.698150
0,0,-10.449639,-7.699734,-1.799938
2,0,-1.482730,-13.921641,-0.692679
0,0,-10.435318,-7.139954,-1.797471
2,0,-1.933682,-13.616387,-0.688043
0,0,-10.444067,-6.596253,-1.798978
2,0,-2.380686,-13.284185,-0.682042
0,0,-10.456957,-6.054028,-1.801198
2,0,-2.827884,-12.958170,-0.676339
0,0,-10.450147,-5.500077,-1.800025
2,0,-3.279374,-12.651556,-0.671650
0,0,-10.440124,-4.945322,-1.798299
2,0,-3.730610,-12.341196,-0.666778
0,0,-10.445787,-4.398226,-1.799274
2,0,-4.178665,-12.019937,-0.661319
0,0,-10.447613,-3.849121,-1.799589
0,0,-10.453612,-3.301141,-1.800622
0,0,-10.462934,-2.753404,-1.802228
0,0,-10.442732,-2.198470,-1.798748
0,0,-10.455008,-1.650791,-1.800863
0,0,-10.445939,-1.099572,-1.799300
0,0,-10.447902,-0.549890,-1.799639
0,0,-10.438823,0.000000,-1.798075
0,0,-10.443273,0.549646,-1.798841
0,0,-10.447464,1.099733,-1.799563
0,0,-10.454769,1.650753,-1.800822
0,0,-10.451422,2.200299,-1.800245
0,0,-10.453294,2.750867,-1.800567
0,0,-10.454128,3.301304,-1.800711
0,0,-10.442309,3.847166,-1.798675
0,0,-10.457933,4.403340,-1.801366
1,0,-4.133818,12.074481,-0.410653
0,0,-10.453669,4.951738,-1.800632
1,0,-3.682175,12.388654,-0.415812
0,0,-10.451397,5.500735,-1.800241
1,0,-3.231476,12.706822,-0.421103
0,0,-10.438439,6.043307,-1.798009
1,0,-2.781080,13.028261,-0.426496
0,0,-10.450874,6.600552,-1.800151
1,0,-2.327721,13.336273,-0.431449
0,0,-10.451067,7.150730,-1.800184
1,0,-1.874701,13.643709,-0.436388
0,0,-10.443676,7.695340,-1.798911
1,0,-1.422427,13.954223,-0.441428
0,0,-10.439670,8.241845,-1.798221
1,0,-0.970640,14.269027,-0.446605
0,0,-10.457180,8.806046,-1.801237
1,0,-0.518336,14.572015,-0.451415
0,0,-10.446949,9.347270,-1.799475
1,0,-0.066763,14.894443,-0.456827
0,0,-10.455031,9.904767,-1.800867
1,0,0.385379,15.217474,-0.462252
0,0,-10.450263,10.450263,-1.800045
1,0,0.837184,15.523967,-0.467174
0,0,-10.449337,10.999302,-1.799886
1,0,1.288880,15.833865,-0.472201
0,0,-9.898082,-10.997869,-1.799651
2,0,1.529946,-15.374149,-0.718833
0,0,-9.899371,-10.449336,-1.799886
2,0,1.080930,-15.060254,-0.713750
0,0,-9.897326,-9.897326,-1.799514
2,0,0.631732,-14.746396,-0.708672
0,0,-9.899838,-9.349847,-1.799971
2,0,0.182286,-14.428708,-0.703412
0,0,-9.893932,-8.794606,-1.798897
2,0,-0.267001,-14.104150,-0.697812
0,0,-9.900425,-8.250354,-1.800077
2,0,-0.716494,-13.792923,-0.692870
0,0,-9.899169,-7.699354,-1.799849
2,0,-1.166527,-13.483272,-0.688018
0,0,-9.898987,-7.149268,-1.799816
