# 02.16 multi-LiDAR sample -- columns: sensor_id,surface_id,x,y,z (meters, sensor-own frame)
# sensor_id: 0=main 1=left 2=right | surface_id: 0=ground 1=wall_front 2=wall_left 3=wall_right 4=wall_rear 5=pole
# cohort=aligned points=8135 noise_sigma_m=0.006
0,0,-10.999393,-10.999393,-1.799901
0,0,-10.999253,-10.449290,-1.799878
2,0,0.481104,-15.962134,-0.499979
0,0,-11.003108,-9.902797,-1.800509
2,0,0.030589,-15.646569,-0.499976
0,0,-10.993207,-9.344226,-1.798888
2,0,-0.419998,-15.333859,-0.500065
0,0,-10.998758,-8.799006,-1.799797
2,0,-0.870402,-15.015101,-0.499957
0,0,-11.000552,-8.250414,-1.800090
2,0,-1.321136,-14.702320,-0.500047
0,0,-11.005669,-7.703968,-1.800928
2,0,-1.772026,-14.389374,-0.500136
0,0,-11.000551,-7.150358,-1.800090
2,0,-2.221387,-14.065626,-0.499845
0,0,-10.994830,-6.596898,-1.799154
2,0,-2.672893,-13.755982,-0.500053
0,0,-11.006823,-6.053753,-1.801116
2,0,-3.123202,-13.439308,-0.500009
0,0,-10.999435,-5.499718,-1.799908
2,0,-3.574517,-13.126674,-0.500117
0,0,-10.992134,-4.946460,-1.798713
2,0,-4.023651,-12.806344,-0.499930
0,0,-11.002701,-4.401080,-1.800442
2,0,-4.476512,-12.497594,-0.500197
0,0,-10.998653,-3.849529,-1.799780
0,0,-11.002138,-3.300641,-1.800350
0,0,-11.001427,-2.750357,-1.800234
0,0,-11.004545,-2.200909,-1.800744
0,0,-10.993479,-1.649022,-1.798933
0,0,-11.003348,-1.100335,-1.800548
0,0,-10.991043,-0.549552,-1.798534
0,0,-10.984487,0.000000,-1.797461
0,0,-10.996411,0.549821,-1.799413
0,0,-10.994603,1.099460,-1.799117
0,0,-11.005131,1.650770,-1.800840
0,0,-11.003859,2.200772,-1.800631
0,0,-10.992992,2.748248,-1.798853
0,0,-11.004811,3.301443,-1.800787
0,0,-10.994391,3.848037,-1.799082
0,0,-10.999525,4.399810,-1.799922
1,0,-4.474152,12.491005,-0.499934
0,0,-11.000619,4.950279,-1.800101
1,0,-4.025684,12.812813,-0.500183
0,0,-11.003390,5.501695,-1.800555
1,0,-3.574230,13.125622,-0.500077
0,0,-11.003382,6.051860,-1.800553
1,0,-3.123795,13.441859,-0.500104
0,0,-10.996805,6.598083,-1.799477
1,0,-2.671791,13.750309,-0.499847
0,0,-10.997658,7.148477,-1.799617
1,0,-2.222545,14.072956,-0.500105
0,0,-10.998781,7.699147,-1.799801
1,0,-1.773256,14.399367,-0.500483
0,0,-10.996101,8.247075,-1.799362
1,0,-1.320421,14.694370,-0.499777
0,0,-11.003571,8.802857,-1.800584
1,0,-0.870971,15.024912,-0.500283
0,0,-11.002294,9.351950,-1.800375
1,0,-0.420081,15.336877,-0.500163
0,0,-11.006315,9.905683,-1.801033
1,0,0.030589,15.646770,-0.499982
0,0,-10.993853,10.444161,-1.798994
1,0,0.481028,15.959612,-0.499900
0,0,-11.004016,11.004016,-1.800657
0,0,-10.444076,-10.993764,-1.798980
