# SYNTHETIC data — generated by scripts/make_synthetic.py for project 01.17
# scenario: camera-LiDAR coplanar (degenerate) cohort (12 views x 4 fiducials = 48 correspondences)
# regenerate: python make_synthetic.py --seed 42
# OMEGA_GT/T_GT: ground-truth extrinsic, so3 log-rotation (rad) + translation (m) —
#   R_gt = Exp(OMEGA_GT) (kernels.cuh so3_exp); p_dest = R_gt * p_src + T_GT
# INTRINSICS: fx,fy,cx,cy (px) — must match kernels.cuh's kFx/kFy/kCx/kCy exactly
# columns: view,point,px_src_m,py_src_m,pz_src_m,u_true_px,v_true_px (all EXACT, noise-free —
#   main.cu adds sensor noise itself; see kernels.cuh 'CORRESPONDENCE LAYOUT')
OMEGA_GT,0.03000000,-0.05000000,0.10000000
T_GT,0.06000000,-0.04000000,0.03000000
INTRINSICS,154.0000,152.0000,80.0000,60.0000
CORR,0,0,-0.37211725,0.19499685,2.49203399,52.3255,62.2016
CORR,0,1,-0.07220286,0.20215601,2.49235865,70.6694,64.4079
CORR,0,2,-0.07696954,0.40204827,2.48784611,69.1685,76.3750
CORR,0,3,-0.37688393,0.39488911,2.48752145,50.8203,74.2454
CORR,1,0,-0.21033944,-0.36467487,2.52605359,65.7252,29.6451
CORR,1,1,0.08954565,-0.35905662,2.53216691,83.7736,31.9920
CORR,1,2,0.08579538,-0.15909188,2.53236228,82.3305,43.8467
CORR,1,3,-0.21408970,-0.16471013,2.52624897,64.3087,41.6061
CORR,2,0,0.13718130,-0.39083553,2.54321287,86.7567,30.5151
CORR,2,1,0.43701686,-0.39536123,2.55205320,104.4167,32.2516
CORR,2,2,0.44006623,-0.19538724,2.55100281,103.3629,43.9748
CORR,2,3,0.14023066,-0.19086154,2.54216248,85.7246,42.3514
CORR,3,0,-0.20256588,-0.12717416,2.46325375,64.5878,43.6389
CORR,3,1,0.09740581,-0.12835569,2.45930580,83.1396,45.4659
CORR,3,2,0.09819029,0.07164261,2.45905669,81.9394,57.6350
CORR,3,3,-0.20178141,0.07282414,2.46300464,63.4215,55.8679
CORR,4,0,-0.40765238,0.14844780,2.49907626,50.4668,59.1651
CORR,4,1,-0.10765982,0.14671040,2.50027879,68.8535,60.8529
CORR,4,2,-0.10650461,0.34670561,2.50104096,67.7255,72.8023
CORR,4,3,-0.40649717,0.34844301,2.49983843,49.3775,71.1976
CORR,5,0,-0.11850757,0.06720513,2.52786679,68.7129,56.0126
CORR,5,1,0.18149239,0.06717542,2.52802800,86.6811,57.7953
CORR,5,2,0.18151401,0.26714664,2.52463537,85.4808,69.5802
CORR,5,3,-0.11848594,0.26717635,2.52447416,67.5201,67.8709
CORR,6,0,0.19798892,0.12056711,2.44831633,87.8100,61.2292
CORR,6,1,0.49763505,0.13411383,2.45367226,105.9237,63.8225
CORR,6,2,0.48856886,0.33389914,2.45557902,104.0658,75.7595
CORR,6,3,0.18892274,0.32035242,2.45022309,85.9866,73.2745
CORR,7,0,-0.16182136,-0.35754552,2.45836360,68.5203,29.7149
CORR,7,1,0.13817292,-0.35939496,2.45823776,87.1054,31.6083
CORR,7,2,0.13940610,-0.15939946,2.45876709,85.9176,43.8390
CORR,7,3,-0.16058818,-0.15755002,2.45889293,67.3709,42.0256
CORR,8,0,-0.10902527,-0.24243362,2.49100113,71.1140,37.3811
CORR,8,1,0.19085385,-0.23942219,2.49896669,89.3087,39.5410
CORR,8,2,0.18871101,-0.03949842,2.50405534,87.9070,51.5089
CORR,8,3,-0.11116810,-0.04250985,2.49608978,69.7749,49.4695
CORR,9,0,-0.30204664,0.19931883,2.46651538,56.4526,62.9596
CORR,9,1,-0.00209520,0.19492262,2.46964692,75.0005,64.4714
CORR,9,2,0.00079270,0.39486039,2.47371484,73.9508,76.5034
CORR,9,3,-0.29915874,0.39925660,2.47058329,55.4673,75.0865
CORR,10,0,-0.36991846,-0.19763227,2.46230645,54.5660,38.2187
CORR,10,1,-0.06996506,-0.19658589,2.46748921,73.2328,40.2703
CORR,10,2,-0.07056580,0.00333494,2.46189439,71.9663,52.4427
CORR,10,3,-0.37051921,0.00228856,2.45671162,53.2880,50.4929
CORR,11,0,0.17572925,0.11375520,2.47548570,86.3359,60.6203
CORR,11,1,0.47558338,0.11785075,2.46707575,104.5237,62.6713
CORR,11,2,0.47294278,0.31780728,2.47030266,103.0473,74.5922
CORR,11,3,0.17308865,0.31371173,2.47871261,84.9172,72.5818
