# SYNTHETIC data — generated by scripts/make_synthetic.py for project 01.17
# scenario: camera-camera diverse-pose cohort (12 views x 4 fiducials = 48 correspondences)
# regenerate: python make_synthetic.py --seed 42
# OMEGA_GT/T_GT: ground-truth extrinsic, so3 log-rotation (rad) + translation (m) —
#   R_gt = Exp(OMEGA_GT) (kernels.cuh so3_exp); p_dest = R_gt * p_src + T_GT
# INTRINSICS: fx,fy,cx,cy (px) — must match kernels.cuh's kFx/kFy/kCx/kCy exactly
# columns: view,point,px_src_m,py_src_m,pz_src_m,u_true_px,v_true_px (all EXACT, noise-free —
#   main.cu adds sensor noise itself; see kernels.cuh 'CORRESPONDENCE LAYOUT')
OMEGA_GT,0.01000000,0.02000000,-0.01000000
T_GT,0.12000000,0.00100000,-0.00200000
INTRINSICS,154.0000,152.0000,80.0000,60.0000
CORR,0,0,-0.43920543,0.15434386,1.43267216,49.1114,75.3206
CORR,0,1,-0.14012118,0.17013404,1.44997177,81.1195,76.5242
CORR,0,2,-0.14909561,0.36827323,1.42427507,80.3312,97.9138
CORR,0,3,-0.44817987,0.35248305,1.40697546,47.7848,96.8631
CORR,1,0,-0.19551996,-0.15860429,1.18459216,73.0526,38.4934
CORR,1,1,0.08587513,-0.11765640,1.28019590,107.8051,44.4514
CORR,1,2,0.08520185,0.06689864,1.20313109,109.5035,66.9550
CORR,1,3,-0.19619324,0.02595075,1.10752736,72.5336,62.4257
CORR,2,0,-0.46179721,-0.15267890,3.03051979,65.6542,51.1020
CORR,2,1,-0.17500851,-0.16069654,2.94283878,80.1108,50.3041
CORR,2,2,-0.18073419,0.03582444,2.90614106,79.8752,60.4842
CORR,2,3,-0.46752289,0.04384207,2.99382206,65.2592,60.9741
CORR,3,0,-0.33637955,-0.21638397,1.89628894,65.3453,41.4899
CORR,3,1,-0.08494738,-0.26521918,1.74009359,85.9505,35.4133
CORR,3,2,-0.01794822,-0.08384829,1.79123762,91.7926,51.4365
CORR,3,3,-0.26938039,-0.03501308,1.94743297,71.2481,56.0238
CORR,4,0,-0.50105211,0.18961789,2.08110706,55.1378,72.6909
CORR,4,1,-0.20313626,0.21035215,2.10967688,77.1669,73.8123
CORR,4,2,-0.21800656,0.40952108,2.12019419,76.2680,87.9699
CORR,4,3,-0.51592242,0.38878681,2.09162437,54.3630,87.0087
CORR,5,0,-0.32312712,-0.15318109,2.09310616,68.0330,47.6614
CORR,5,1,-0.07086453,-0.13631148,1.93161621,86.8896,47.8583
CORR,5,2,-0.13487720,0.03442944,1.84945834,81.8644,61.4857
CORR,5,3,-0.38713979,0.01755983,2.01094829,62.6820,60.1569
CORR,6,0,0.11527170,-0.14282047,1.61130027,105.5145,44.9229
CORR,6,1,0.39776044,-0.08550382,1.52814433,135.5600,49.5925
CORR,6,2,0.33924127,0.08883051,1.44951196,132.2479,67.5751
CORR,6,3,0.05675252,0.03151386,1.53266790,100.9061,61.6369
CORR,7,0,-0.31437869,0.22406674,1.23081337,59.1494,86.5074
CORR,7,1,-0.06462996,0.14604316,1.37757131,89.4258,74.7543
CORR,7,2,-0.01088879,0.33838449,1.38837393,95.5404,95.5978
CORR,7,3,-0.26063752,0.41640808,1.24161599,66.2361,109.5942
CORR,8,0,-0.07295494,-0.10939687,1.09260591,89.5663,43.4584
CORR,8,1,0.22464694,-0.08598678,1.12235642,130.5787,46.5638
CORR,8,2,0.20763909,0.11281733,1.13605518,127.8576,73.4800
CORR,8,3,-0.08996278,0.08940724,1.10630467,87.3793,71.0034
CORR,9,0,0.00615446,-0.27760256,2.21114680,91.6916,39.3978
CORR,9,1,0.30057526,-0.23840409,2.16895826,112.9232,41.5278
CORR,9,2,0.27418563,-0.04015277,2.16899363,111.1469,55.5138
CORR,9,3,-0.02023517,-0.07935124,2.21118217,89.9780,53.0841
CORR,10,0,-0.02620348,-0.18042422,2.20558437,89.5108,46.0948
CORR,10,1,0.25502599,-0.09185179,2.26094596,108.6575,52.1582
CORR,10,2,0.21721390,0.08349412,2.17249225,107.1075,64.2375
CORR,10,3,-0.06401558,-0.00507832,2.11713066,87.1461,58.2166
CORR,11,0,-0.16107360,-0.05962780,1.48052767,78.7414,52.6115
CORR,11,1,0.09255732,0.09657346,1.51620015,104.8117,68.1716
CORR,11,2,-0.00566904,0.26565606,1.47421614,95.2918,85.9551
CORR,11,3,-0.25929996,0.10945481,1.43854367,68.3167,70.3776
