# smallmat_sample.csv - SYNTHETIC sample data for project 33.01
# generated by scripts/make_synthetic.py (python random.Random, seed 42)
# format: label,index,v0,v1,...  (matrices row-major; see data/README.md)
# labels: A3/B3, A4/B4, A6/B6 = matmul input pairs; S6 = SPD matrix; b6 = its rhs
# license: same as the repository (MIT) - fully synthetic, no external source
A3,0,0.278853597,-0.94997849,-0.449941363,-0.553578524,0.472942428,0.353398975,0.784359135,-0.826122335,-0.156156361
B3,0,-0.940405561,-0.56272405,0.0107105762,-0.946928061,-0.602324699,0.299768876,0.0898829612,-0.559118756,0.178531368
A3,1,0.618860913,-0.987002481,0.611638504,0.39627879,-0.319498967,-0.689041,0.914426144,-0.32681091,-0.814508313
B3,1,-0.806567246,0.694988733,0.207452063,0.614256547,0.459463573,0.0724561829,0.946231528,-0.242931246,0.104081263
A3,2,0.658809329,0.237039505,0.723413801,0.154704291,0.409143672,-0.908351233,-0.544203449,-0.421224073,-0.840416046
B3,2,-0.534418227,-0.797997141,-0.444052794,0.271368889,-0.270335642,-0.259638066,-0.580985938,-0.466044356,0.873309175
A3,3,0.29607077,0.218262011,-0.657722704,0.458253596,-0.673195012,-0.241089116,0.979046701,0.27999952,0.113899488
B3,3,0.369228502,0.68570384,0.551999823,-0.541903856,-0.935799512,-0.369093904,-0.464518248,-0.578034313,0.885819429
A3,4,0.752735253,-0.370644238,0.310877331,-0.208736198,0.829095179,-0.0822962948,-0.470239667,-0.506744985,0.122736268
B3,4,-0.474516783,0.16917198,0.795645767,-0.20119899,-0.561358482,0.995075213,0.0190525874,-0.818181176,-0.905767249
A3,5,-0.780701739,0.254892083,0.584158729,-0.155680066,-0.872944588,-0.236761427,0.99224276,0.0582286902,0.942156755
B3,5,0.721559404,-0.977037956,0.441443639,0.363420738,0.0739406608,-0.46634962,0.281923597,-0.776895653,-0.130469499
A3,6,-0.0925525873,0.907631855,0.751705881,-0.473221898,0.0011722261,-0.642696239,0.825255679,0.74103714,-0.403110417
B3,6,0.27789899,0.217940423,-0.694321463,0.5250216,0.0787580602,0.557252957,0.0607073444,-0.998856208,-0.351687886
A3,7,-0.961046515,0.858197233,0.757443756,0.663331059,-0.384971749,-0.884149667,0.756019198,0.893898891,-0.828693096
B3,7,-0.0280190734,-0.861574963,0.521204331,0.531668859,-0.743217071,-0.0494352438,0.099607187,-0.469886742,0.744866082
A3,8,-0.15372412,-0.576403589,0.0785921776,0.459862138,-0.597697873,-0.376567417,0.990298713,0.299756115,-0.123799832
B3,8,0.0351516821,-0.757991608,-0.550605326,-0.323828876,0.176617437,-0.539770535,-0.559565231,-0.858013828,0.262205915
A3,9,-0.542116432,0.810840026,0.719270801,-0.8582853,-0.523990731,0.337955557,-0.571526385,-0.735376303,0.871028481
B3,9,0.142086187,-0.0546579474,0.569238849,0.614993996,-0.619180171,-0.806138372,-0.137897635,-0.152842754,-0.0659506639
A3,10,0.458151699,0.346729095,0.968330423,-0.803164258,-0.194757436,-0.321394789,0.723345073,-0.502687332,-0.619582183
B3,10,-0.102772904,-0.15623672,-0.442909711,-0.500387104,0.846531199,-0.11373851,0.72269821,0.100650625,-0.898823341
A3,11,0.998564937,0.67205517,0.937992515,0.852733966,0.697391469,-0.667377779,-0.0287177491,-0.572505402,-0.197919415
B3,11,-0.8827292,-0.242053762,0.970617688,-0.469593884,0.568141204,-0.0899832653,-0.153985028,0.914635282,0.990845379
A3,12,0.111536647,0.436816551,-0.690406349,-0.406584349,0.93741873,0.158360582,0.0843904027,0.495951121,-0.885669454
B3,12,0.168355189,0.00570076584,0.705439784,-0.685134544,0.921557807,-0.83977707,-0.628350078,0.190070213,0.350425107
A3,13,-0.52959221,-0.760226772,0.780574628,-0.507569304,0.189038307,0.238763021,-0.161550169,0.167344579,0.0455654311
B3,13,0.869412515,-0.591481601,0.432383602,-0.522628095,-0.208428306,0.343380446,-0.40000584,-0.367645607,0.503728985
A3,14,-0.854913771,-0.0834289548,0.996908882,0.992192896,-0.853478558,-0.573691375,-0.46959917,0.866518756,0.761728347
B3,14,0.758540485,-0.260945823,-0.684506335,0.667489909,0.40707985,0.223355531,0.974466127,0.307952635,-0.984353786
A3,15,0.63420827,-0.401242496,0.32677743,0.877860008,-0.731417771,-0.769142659,-0.785928045,0.106447282,-0.455303575
B3,15,0.209659654,0.435224374,-0.592805375,0.268475918,-0.472032197,-0.0229362957,0.810672982,0.692207427,-0.815403065
A3,16,-0.152848455,-0.446639552,-0.992908622,0.542238446,0.274226755,-0.476089475,0.482461817,0.103360842,-0.144626162
B3,16,-0.980660601,-0.84951228,0.766212787,0.807857143,0.0911805784,0.66919004,0.165019133,-0.703812429,-0.745108961
A3,17,-0.3834833,0.797962977,0.59224461,0.721405164,0.797849273,-0.579846923,-0.500940522,-0.794412757,0.560232484
B3,17,0.768269403,-0.18724522,0.24132302,-0.690893323,0.859762031,0.729211392,0.952412066,0.62154344,0.762832409
A3,18,-0.950427276,0.473128944,-0.335629064,0.861631772,0.604470278,0.728128057,0.621498633,-0.466388581,0.574749018
B3,18,-0.783808747,0.744333566,0.717186503,-0.555132565,0.633173211,-0.0793935306,-0.389618265,0.590690998,-0.544809025
A3,19,-0.952671131,-0.613740423,-0.343476098,0.728705884,0.933778208,-0.441750015,0.282963477,-0.200643231,0.962299374
B3,19,0.072431465,0.878474281,-0.769316496,0.940801222,-0.642864368,0.925068632,-0.469067275,-0.783194906,-0.130872483
